Sample Number,Habit,Species Name,First_Value,Second_Value,Notes
310,Herbs,UNK Grass,139,25,
310,Herbs,Valeriana sitchensis,68,19,
310,Herbs,Vancouveria hexandra,0.001,0,
310,Herbs,Veratrum sp.,1,1,
310,Herbs,Viola glabella,3,1,
310,Shrubs,Abies magnifica,1,1,
310,Shrubs,Lonicera conjugialis,3,1,
310,Shrubs,Ribes marshallii,34,10,
310,Shrubs,Tsuga mertensiana,1,1,
310,Shrubs,Vaccinium membranaceum,3,2,
311,Herbs,Actaea rubra,0.001,0,
311,Herbs,Adenocaulon bicolor,3,2,
311,Herbs,Agastache urticifolia,0.001,0,
311,Herbs,Angelica arguta,1,1,
311,Herbs,Campanula scouleri,55,3,
311,Herbs,Chimaphila menziesii,13,6,
311,Herbs,Erigeron aliceae,0.001,0,
311,Herbs,Eucephalus brickellioides,0.001,0,
311,Herbs,Galium triflorum,4,3,
311,Herbs,Hackelia micrantha,1,1,
311,Herbs,Hieracium albiflorum,3,2,
311,Herbs,Hydrophyllum occidentale,1,1,
311,Herbs,Lathyrus polyphyllus,3,1,
311,Herbs,Nothochelone nemorosa,0.001,0,
311,Herbs,Osmorhiza berteroi,59,20,
311,Herbs,Phacelia hastata ssp. hastata,1,1,
311,Herbs,Pyrola picta,10,5,
311,Herbs,Smilacina racemosa,36,10,
311,Herbs,Smilacina stellata,43,8,
311,Herbs,Symphoricarpos sp.,42,8,
311,Herbs,Trillium ovatum,1,1,
311,Herbs,UNK Grass,33,9,
311,Herbs,Viola sheltonii,16,2,
311,Shrubs,Abies concolor,4,4,
311,Shrubs,Abies magnifica,2,2,
311,Shrubs,Lonicera conjugialis,1,1,
311,Shrubs,Ribes marshallii,8,4,
311,Shrubs,Ribes viscosissimum,6,3,
311,Shrubs,Rosa gymnocarpa,1,1,
313,Herbs,Angelica arguta,2,2,
313,Herbs,Arnica cernua,20,12,
313,Herbs,Balsamorhiza deltoidea,6,4,
313,Herbs,Ceanothus pumilus,2,2,
313,Herbs,Chimaphila umbellata,12,4,
313,Herbs,Eucephalus brickellioides,11,4,
313,Herbs,Galium ambiguum,9,3,
313,Herbs,Hieracium scouleri,10,4,
313,Herbs,Iris bracteata,23,8,
313,Herbs,Ligusticum apiifolium,4,3,
313,Herbs,Lomatium howellii,10,4,
313,Herbs,Lomatium triternatum,2,1,
313,Herbs,Lonicera hispidula var. vacillans,1,1,
313,Herbs,Phlox speciosa,15,5,
313,Herbs,Polygala californica,1,1,
313,Herbs,Polystichum munitum,0.001,0,
313,Herbs,Prosartes hookeri,12,6,
313,Herbs,Pyrola picta,18,7,
313,Herbs,Trientalis latifolia,2,2,
313,Herbs,UNK Grasses,20,5,
313,Herbs,Vancouveria chrysantha,21,4,
313,Herbs,Whipplea modesta,38,12,
313,Herbs,Xerophyllum tenax,6,3,
313,Shrubs,Amelanchier utahensis,2,2,
313,Shrubs,Arctostaphylos viscida,3,2,
313,Shrubs,Calocedrus decurrens,2,2,
313,Shrubs,Garrya buxifolia,2,1,
313,Shrubs,Holodiscus discolor,2,1,
313,Shrubs,Lithocarpus densiflorus var. echinoides,12,6,
313,Shrubs,Pinus monticola,5,4,
313,Shrubs,Pseudotsuga menziesii var. menziesii,3,3,
313,Shrubs,Quercus vaccinifolia,42,16,
313,Shrubs,Rosa gymnocarpa,5,4,
313,Shrubs,Umbellularia californica,1,1,
313,Shrubs,Vaccinium parvifolium,26,7,
314,Herbs,Aspidotis densa,33,13,
314,Herbs,Balsamorhiza deltoidea,1,1,
314,Herbs,Calochortus howellii,5,3,
314,Herbs,Carex mendocinensis,2,0,
314,Herbs,Ceanothus pumilus,67,17,
314,Herbs,Cerastium arvense,2,0,
314,Herbs,Cordylanthus tenuis ssp. viscidus,0.001,0,
314,Herbs,Erigeron foliosus var. confinis,10,1,
314,Herbs,Eriophyllum lanatum var. achillaeoides,1,1,
314,Herbs,Eucephalus brickellioides,1,0,
314,Herbs,Galium ambiguum,7,3,
314,Herbs,Hieracium scouleri,1,1,
314,Herbs,Horkelia sericata,286,51,
314,Herbs,Lomatium macrocarpum,11,7,
314,Herbs,Lomatium triternatum,32,14,
314,Herbs,Lonicera hispidula var. vacillans,2,0,
314,Herbs,Phlox speciosa,1,1,
314,Herbs,Sedum laxum,11,7,
314,Herbs,Sidalcea glaucescens,22,0,
314,Herbs,Thlaspi californicum,6,0,
314,Herbs,UNK Grasses,282,25,
314,Herbs,Zigadenus micranthus,2,1,
314,Shrubs,Arctostaphylos nevadensis,10,3,
314,Shrubs,Calystegia occidentalis,15,7,
362,Herbs,Achnatherum lemmonii ssp. lemmonii,0.001,0,
362,Herbs,Allium falcifolium,0.001,0,
362,Herbs,Aspidotis densa,18,0,
362,Herbs,Calochortus tolmiei,1,1,
362,Herbs,Carex mendocinensis,42,0,
362,Herbs,Ceanothus pumilus,4,3,
362,Herbs,Elymus multisetus,0.001,0,
362,Herbs,Epilobium hornemannii ssp. hornemannii,2,2,
362,Herbs,Eriogonum ternatum,0.001,0,
362,Herbs,Eriophyllum lanatum var. achillaeoides,5,3,
362,Herbs,Fritillaria atropurpurea,2,0,
362,Herbs,Gayophytum diffusum,9,4,
362,Herbs,Grindelia hirsutula var. maritima,36,0,
362,Herbs,Hastingsia serpentinicola,32,0,
362,Herbs,Horkelia sericata,21,0,
362,Herbs,Lomatium triternatum,0.001,0,
362,Herbs,Perideridia oregana,0.001,0,
362,Herbs,Phacelia hastata ssp. hastata,0.001,0,
362,Herbs,Polygonum douglasii ssp. spergulariiforme,0.001,0,VARIETY
362,Herbs,Sidalcea glaucescens,3,0,
362,Herbs,UNK Grass,250,24,
362,Herbs,Viola lobata,0.001,0,
362,Shrubs,Arctostaphylos viscida,8,4,
362,Shrubs,Pinus jeffreyi,1,1,
369,Herbs,Achillea millefolium,1,1,
369,Herbs,Achnatherum lemmonii ssp. lemmonii,0.001,0,
369,Herbs,Agrostis hallii,0.001,0,
369,Herbs,Aspidotis densa,11,6,
369,Herbs,Balsamorhiza deltoidea,8,0,
369,Herbs,Calochortus tolmiei,27,9,
369,Herbs,Ceanothus pumilus,78,16,
369,Herbs,Cerastium arvense,3,2,
369,Herbs,Elymus glaucus,0.001,0,
369,Herbs,Erigeron foliosus var. confinis,2,1,
369,Herbs,Eriogonum nudum,12,5,
369,Herbs,Eriophyllum lanatum var. achillaeoides,31,12,
369,Herbs,Festuca idahoensis,0.001,0,
369,Herbs,Koeleria macrantha,0.001,0,
369,Herbs,Lomatium macrocarpum,168,25,
369,Herbs,Lomatium triternatum,0.001,0,
369,Herbs,Luzula comosa,0.001,0,
369,Herbs,Melica geyeri,0.001,0,
369,Herbs,Phacelia hastata ssp. hastata,5,2,
369,Herbs,Rhamnus californica ssp. occidentalis,1,1,
369,Herbs,Sanicula peckiana,8,4,
369,Herbs,Sidalcea glaucescens,0.001,0,
369,Herbs,UNK Grasses,411,25,
369,Herbs,Vicia americana,11,0,
369,Herbs,Viola lobata,6,1,
369,Shrubs,Calystegia occidentalis,3,1,
381,Herbs,Chimaphila menziesii,1,1,
381,Herbs,Galium ambiguum,9,3,
381,Herbs,Iris chrysophylla,2,2,
381,Herbs,Lonicera hispidula var. vacillans,20,8,
381,Herbs,Polygala californica,3,2,
381,Herbs,Polystichum munitum,1,1,
381,Herbs,Pyrola picta,2,1,
381,Herbs,Whipplea modesta,85,21,
381,Shrubs,Lithocarpus densiflorus,1,1,
381,Shrubs,Pinus lambertiana,1,1,
381,Shrubs,Quercus chrysolepis,7,7,
381,Shrubs,Umbellularia californica,0.001,0,
381,Shrubs,Vaccinium ovatum,3,3,
394,Herbs,Arnica sp.,14,11,
394,Herbs,Aspidotis densa,2,2,
394,Herbs,Balsamorhiza deltoidea,5,5,
394,Herbs,Campanula prenanthoides,8,3,
394,Herbs,Cordylanthus tenuis ssp. viscidus,2,2,
394,Herbs,Eucephalus brickellioides,23,13,
394,Herbs,Galium ambiguum,13,4,
394,Herbs,Hieracium scouleri,2,2,
394,Herbs,Horkelia tridentata,0.001,0,
394,Herbs,Iris bracteata,47,14,
394,Herbs,Lupinus latifolius var. columbianus,4,4,
394,Herbs,Phlox speciosa,7,5,
394,Herbs,Polygala californica,2,1,
394,Herbs,Silene campanulata,4,2,
394,Herbs,Streptanthus howellii,0.001,0,
394,Herbs,Tauschia glauca,5,3,
394,Herbs,Trientalis latifolia,31,5,
394,Herbs,UNK Grasses,68,12,
394,Herbs,Viola lobata,14,8,
394,Herbs,Whipplea modesta,15,8,
394,Herbs,Xerophyllum tenax,44,15,
394,Shrubs,Arctostaphylos viscida,2,2,
394,Shrubs,Berberis pumila,23,8,
394,Shrubs,Calocedrus decurrens,11,7,
394,Shrubs,Calystegia occidentalis,1,1,
394,Shrubs,Holodiscus discolor,5,3,
394,Shrubs,Lithocarpus densiflorus var. echinoides,15,11,
394,Shrubs,Pinus jeffreyi,3,3,
394,Shrubs,Pinus monticola,1,1,
394,Shrubs,Pseudotsuga menziesii var. menziesii,4,3,
394,Shrubs,Quercus vaccinifolia,1,1,
394,Shrubs,Rhamnus californica ssp. occidentalis,4,3,
394,Shrubs,Rosa gymnocarpa,10,8,
395,Herbs,Arnica cernua,0.001,0,
395,Herbs,Aspidotis densa,17,10,
395,Herbs,Balsamorhiza deltoidea,5,4,
395,Herbs,Calochortus tolmiei,1,1,
395,Herbs,Carex mendocinensis,68,14,
395,Herbs,Ceanothus pumilus,10,5,
395,Herbs,Erigeron foliosus var. confinis,0.001,0,
395,Herbs,Eriophyllum lanatum var. achillaeoides,22,7,
395,Herbs,Galium ambiguum,26,7,
395,Herbs,Hastingsia serpentinicola,2,2,
395,Herbs,Hieracium scouleri,22,7,
395,Herbs,Iris bracteata,5,2,
395,Herbs,Lomatium triternatum,15,10,
395,Herbs,Phacelia hastata ssp. hastata,0.001,0,
395,Herbs,Phlox speciosa,13,6,
395,Herbs,Polygala californica,0.001,0,
395,Herbs,Pyrola picta,0.001,0,
395,Herbs,Pyrrocoma racemosa var. congesta,7,4,
395,Herbs,Sidalcea glaucescens,1,1,
395,Herbs,Tauschia glauca,1,1,
395,Herbs,Trientalis latifolia,1,1,
395,Herbs,UNK Grasses,200,25,
395,Herbs,Whipplea modesta,3,3,
395,Herbs,Xerophyllum tenax,11,3,
395,Herbs,Zigadenus micranthus,2,2,
395,Shrubs,Arctostaphylos viscida,2,2,
395,Shrubs,Berberis pumila,2,2,
395,Shrubs,Calocedrus decurrens,2,2,
395,Shrubs,Calystegia occidentalis,5,4,
395,Shrubs,Garrya buxifolia,2,2,
395,Shrubs,Quercus vaccinifolia,2,2,
395,Shrubs,Rhamnus californica ssp. occidentalis,7,7,
396,Herbs,Arnica cernua,13,5,
396,Herbs,Aspidotis densa,1,1,
396,Herbs,Balsamorhiza deltoidea,12,9,
396,Herbs,Carex mendocinensis,14,4,
396,Herbs,Ceanothus pumilus,5,2,
396,Herbs,Cordylanthus tenuis ssp. viscidus,24,7,
396,Herbs,Erigeron foliosus var. confinis,26,8,
396,Herbs,Eriophyllum lanatum var. achillaeoides,6,2,
396,Herbs,Eucephalus brickellioides,1,1,
396,Herbs,Galium ambiguum,18,3,
396,Herbs,Hieracium scouleri,12,4,
396,Herbs,Horkelia sericata,14,6,
396,Herbs,Iris bracteata,15,7,
396,Herbs,Lomatium triternatum,1,1,
396,Herbs,Phlox speciosa,3,2,
396,Herbs,Pyrrocoma racemosa var. congesta,12,9,
396,Herbs,Tauschia glauca,18,11,
396,Herbs,UNK Grasses,79,17,
396,Herbs,Viola lobata,24,10,
396,Herbs,Whipplea modesta,21,7,
396,Herbs,Xerophyllum tenax,39,13,
396,Herbs,Zigadenus micranthus,1,1,
396,Shrubs,Calocedrus decurrens,9,7,
396,Shrubs,Calystegia occidentalis,1,1,
396,Shrubs,Pinus monticola,2,2,
396,Shrubs,Pseudotsuga menziesii var. menziesii,2,2,
396,Shrubs,Quercus vaccinifolia,3,3,
396,Shrubs,Umbellularia californica,0.001,0,
397,Herbs,Carex sp.,62,14,
397,Herbs,Eriophorum criniger,0.001,0,
397,Herbs,Fritillaria atropurpurea,5,2,
397,Herbs,Galium ambiguum,9,3,
397,Herbs,Galium multiflorum,9,3,
397,Herbs,Hastingsia serpentinicola,16,6,
397,Herbs,Helenium bigelovii,78,13,
397,Herbs,Iris bracteata,2,2,
397,Herbs,Lomatium triternatum,1,1,
397,Herbs,Phlox speciosa,7,2,
397,Herbs,Rudbeckia californica,16,5,
397,Herbs,Tofieldia occidentalis,27,4,
397,Herbs,UNK Grasses,19,5,
397,Herbs,Xerophyllum tenax,3,2,
397,Shrubs,Calocedrus decurrens,0.001,0,
397,Shrubs,Cupressus lawsoniana,2,2,
397,Shrubs,Pinus monticola,2,2,
397,Shrubs,Quercus vaccinifolia,0.001,0,
397,Shrubs,Rhamnus californica ssp. occidentalis,4,4,
397,Shrubs,Rhododendron occidentale,10,10,
397,Shrubs,Salix sp.,1,1,
398,Herbs,Arnica cernua,19,8,
398,Herbs,Aspidotis densa,1,1,
398,Herbs,Balsamorhiza deltoidea,3,3,
398,Herbs,Campanula prenanthoides,3,2,
398,Herbs,Erigeron foliosus var. confinis,1,1,
398,Herbs,Galium ambiguum,1,1,
398,Herbs,Iris bracteata,42,12,
398,Herbs,Sedum laxum,8,3,
398,Herbs,Tauschia glauca,3,3,
398,Herbs,UNK Grasses,49,13,
398,Herbs,Viola glabella,13,5,
398,Herbs,Whipplea modesta,53,14,
398,Herbs,Xerophyllum tenax,5,2,
398,Shrubs,Berberis pumila,2,2,
398,Shrubs,Calocedrus decurrens,2,1,
398,Shrubs,Calystegia occidentalis,1,1,
398,Shrubs,Garrya buxifolia,6,6,
398,Shrubs,Quercus vaccinifolia,20,14,
398,Shrubs,Rhamnus californica ssp. occidentalis,5,4,
398,Shrubs,Umbellularia californica,1,1,
399,Herbs,Achillea millefolium,3,1,
399,Herbs,Aspidotis densa,4,4,
399,Herbs,Balsamorhiza deltoidea,6,3,
399,Herbs,Ceanothus pumilus,60,19,
399,Herbs,Cordylanthus tenuis ssp. viscidus,8,7,
399,Herbs,Erigeron foliosus var. confinis,8,3,
399,Herbs,Eriophyllum lanatum var. achillaeoides,13,8,
399,Herbs,Galium ambiguum,13,3,
399,Herbs,Hastingsia serpentinicola,1,1,
399,Herbs,Hieracium scouleri,3,1,
399,Herbs,Iris bracteata,2,1,
399,Herbs,Lomatium triternatum,9,8,
399,Herbs,Penstemon laetus,2,2,
399,Herbs,Phlox speciosa,2,2,
399,Herbs,Sedum laxum,2,1,
399,Herbs,UNK Grasses,222,23,
399,Herbs,Xerophyllum tenax,2,1,
399,Herbs,Zigadenus micranthus,6,4,
399,Shrubs,Calystegia occidentalis,2,2,
400,Herbs,Arnica cernua,68,14,
400,Herbs,Balsamorhiza deltoidea,7,3,
400,Herbs,Campanula prenanthoides,13,2,
400,Herbs,Ceanothus pumilus,1,1,
400,Herbs,Erigeron foliosus var. confinis,0.001,0,
400,Herbs,Eucephalus brickellioides,6,3,
400,Herbs,Galium ambiguum,9,3,
400,Herbs,Hieracium scouleri,14,4,
400,Herbs,Iris bracteata,75,16,
400,Herbs,Ligusticum apiifolium,12,6,
400,Herbs,Lilium bolanderi,0.001,0,
400,Herbs,Lomatium howellii,8,6,
400,Herbs,Lomatium triternatum,8,6,
400,Herbs,Moehringia macrophylla,3,1,
400,Herbs,Phlox speciosa,35,12,
400,Herbs,Polystichum munitum,1,1,
400,Herbs,Prosartes hookeri,5,2,
400,Herbs,Sedum laxum,1,1,
400,Herbs,Silene campanulata,3,1,
400,Herbs,Smilacina racemosa,1,1,
400,Herbs,Trientalis latifolia,132,14,
400,Herbs,UNK Grasses,68,12,
400,Herbs,Xerophyllum tenax,58,17,
400,Shrubs,Garrya buxifolia,1,1,
400,Shrubs,Pseudotsuga menziesii var. menziesii,5,5,
400,Shrubs,Quercus vaccinifolia,13,10,
400,Shrubs,Rosa gymnocarpa,17,7,
401,Herbs,Achillea millefolium,1,1,
401,Herbs,Angelica arguta,4,3,
401,Herbs,Arnica cernua,1,1,
401,Herbs,Aspidotis densa,5,4,
401,Herbs,Balsamorhiza deltoidea,26,13,
401,Herbs,Cichorium sp.,8,6,
401,Herbs,Eriogonum nudum,2,1,
401,Herbs,Eriophyllum lanatum var. achillaeoides,3,2,
401,Herbs,Eucephalus brickellioides,1,1,
401,Herbs,Galium ambiguum,32,9,
401,Herbs,Iris bracteata,45,14,
401,Herbs,Ligusticum apiifolium,12,9,
401,Herbs,Phlox speciosa,3,3,
401,Herbs,Polystichum munitum,1,1,
401,Herbs,Pyrola picta,3,1,
401,Herbs,Thlaspi californicum,1,1,
401,Herbs,Trientalis latifolia,22,5,
401,Herbs,UNK Grasses,65,16,
401,Shrubs,Calocedrus decurrens,3,3,
401,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
401,Shrubs,Quercus garryana var. breweri,10,7,
401,Shrubs,Quercus vaccinifolia,16,12,
401,Shrubs,Umbellularia californica,2,2,
402,Herbs,Allium falcifolium,5,4,
402,Herbs,Aspidotis densa,31,16,
402,Herbs,Ceanothus pumilus,10,2,
402,Herbs,Eriogonum nudum,4,2,
402,Herbs,Eriophyllum lanatum var. achillaeoides,65,15,
402,Herbs,Galium ambiguum,9,2,
402,Herbs,Iris bracteata,6,2,
402,Herbs,Lomatium macrocarpum,13,6,
402,Herbs,Lomatium triternatum,7,5,
402,Herbs,Minuartia howellii,27,7,
402,Herbs,Phacelia hastata ssp. hastata,4,2,
402,Herbs,Sedum laxum,1,1,
402,Herbs,Thlaspi montanum var. montanum,11,5,
402,Herbs,UNK Grasses,258,25,
402,Herbs,Zigadenus micranthus,1,1,
402,Shrubs,Calystegia occidentalis,6,4,
402,Shrubs,Cercocarpus betuloides,1,1,
402,Shrubs,Umbellularia californica,1,1,
403,Herbs,Arnica cernua,11,3,
403,Herbs,Aspidotis densa,13,7,
403,Herbs,Balsamorhiza deltoidea,22,14,
403,Herbs,Ceanothus pumilus,29,7,
403,Herbs,Eriogonum nudum,1,1,
403,Herbs,Galium ambiguum,15,7,
403,Herbs,Hieracium scouleri,20,4,
403,Herbs,Iris bracteata,67,13,
403,Herbs,Lomatium triternatum,12,10,
403,Herbs,Penstemon laetus,2,2,
403,Herbs,Phlox speciosa,3,3,
403,Herbs,Sedum laxum,1,1,
403,Herbs,Tauschia glauca,2,2,
403,Herbs,Trientalis latifolia,12,5,
403,Herbs,UNK Grasses,126,22,
403,Shrubs,Arctostaphylos viscida,1,1,
403,Shrubs,Calocedrus decurrens,1,1,
403,Shrubs,Calystegia occidentalis,2,2,
403,Shrubs,Pseudotsuga menziesii var. menziesii,2,1,
403,Shrubs,Quercus vaccinifolia,3,3,
404,Herbs,Arnica cernua,1,1,
404,Herbs,Aspidotis densa,2,2,
404,Herbs,Balsamorhiza deltoidea,31,16,
404,Herbs,Ceanothus pumilus,45,14,
404,Herbs,Fritillaria atropurpurea,2,1,
404,Herbs,Galium ambiguum,11,4,
404,Herbs,Hastingsia serpentinicola,1,1,
404,Herbs,Hieracium scouleri,6,4,
404,Herbs,Iris bracteata,23,6,
404,Herbs,Lomatium triternatum,8,6,
404,Herbs,Phlox speciosa,8,4,
404,Herbs,Trientalis latifolia,23,3,
404,Herbs,UNK Grasses,155,23,
404,Herbs,Whipplea modesta,1,1,
404,Herbs,Zigadenus micranthus,1,1,
404,Shrubs,Calystegia occidentalis,7,6,
404,Shrubs,Cercocarpus betuloides,0.001,0,
404,Shrubs,Quercus garryana var. breweri,2,2,
404,Shrubs,Quercus vaccinifolia,14,8,
404,Shrubs,Rhamnus californica ssp. occidentalis,1,1,
405,Herbs,Arnica cernua,5,1,
405,Herbs,Aspidotis densa,2,2,
405,Herbs,Carex mendocinensis,56,12,
405,Herbs,Castilleja miniata,0.001,0,
405,Herbs,Cypripedium californicum,1,1,
405,Herbs,Fritillaria atropurpurea,1,1,
405,Herbs,Galium ambiguum,5,1,
405,Herbs,Helenium bigelovii,14,5,
405,Herbs,Iris bracteata,5,2,
405,Herbs,Ligusticum apiifolium,3,3,
405,Herbs,Lonicera hispidula var. vacillans,1,1,
405,Herbs,Lotus oblongifolius,40,6,
405,Herbs,Platanthera sparsiflora,0.001,0,
405,Herbs,Prosartes hookeri,6,4,
405,Herbs,Pyrola picta,4,2,
405,Herbs,Rudbeckia californica,11,5,
405,Herbs,Smilacina racemosa,6,3,
405,Herbs,Trientalis latifolia,56,10,
405,Herbs,Triteleia hendersonii,1,1,
405,Herbs,UNK Grasses,16,4,
405,Herbs,Whipplea modesta,37,7,
405,Herbs,Xerophyllum tenax,2,2,
405,Shrubs,Physocarpus capitatus,0.001,0,
405,Shrubs,Rhamnus californica ssp. occidentalis,9,7,
405,Shrubs,Rhododendron occidentale,25,15,
405,Shrubs,Rosa gymnocarpa,1,1,
405,Shrubs,Umbellularia californica,0.001,0,
406,Herbs,Angelica arguta,1,1,
406,Herbs,Carex mendocinensis,31,8,
406,Herbs,Chimaphila umbellata,1,1,
406,Herbs,Fritillaria atropurpurea,2,2,
406,Herbs,Helenium bigelovii,4,1,
406,Herbs,Hieracium scouleri,4,1,
406,Herbs,Ligusticum apiifolium,3,2,
406,Herbs,Lonicera hispidula var. vacillans,1,1,
406,Herbs,Polygala californica,1,1,
406,Herbs,Prosartes hookeri,11,6,
406,Herbs,Pyrola picta,3,2,
406,Herbs,Rudbeckia californica,1,1,
406,Herbs,Smilacina racemosa,2,2,
406,Herbs,Trientalis latifolia,0.001,8,
406,Herbs,Trillium rivale,1,1,
406,Herbs,Triteleia hendersonii,2,2,
406,Herbs,UNK Grasses,5,2,
406,Herbs,Whipplea modesta,52,11,
406,Shrubs,Cupressus lawsoniana,2,1,
406,Shrubs,Garrya buxifolia,1,1,
406,Shrubs,Lithocarpus densiflorus var. echinoides,1,1,
406,Shrubs,Physocarpus capitatus,0.001,0,
406,Shrubs,Quercus vaccinifolia,3,3,
406,Shrubs,Rhamnus californica ssp. occidentalis,3,3,
406,Shrubs,Rhododendron occidentale,18,11,
406,Shrubs,Rosa californica,3,1,
406,Shrubs,Umbellularia californica,2,2,
407,Herbs,Achlys triphylla,9,1,
407,Herbs,Apocynum androsaemifolium,6,6,
407,Herbs,Campanula prenanthoides,31,8,
407,Herbs,Campanula scouleri,20,1,
407,Herbs,Goodyera oblongifolia,1,1,
407,Herbs,Hieracium albiflorum,2,2,
407,Herbs,Lonicera hispidula var. vacillans,6,1,
407,Herbs,Prosartes hookeri,2,2,
407,Herbs,Pteridium aquilinum var. pubescens,4,2,
407,Herbs,Rupertia physodes,4,2,
407,Herbs,Tauschia kelloggii,2,1,
407,Herbs,Trientalis latifolia,10,6,
407,Shrubs,Berberis aquifolium var. repens,5,2,
407,Shrubs,Ceanothus integerrimus,0.001,0,
407,Shrubs,Chrysolepis chrysophylla var. chrysophylla,2,2,
407,Shrubs,Corylus cornuta,1,1,
407,Shrubs,Lithocarpus densiflorus,8,7,
407,Shrubs,Pseudotsuga menziesii var. menziesii,3,3,
407,Shrubs,Quercus chrysolepis,1,1,
407,Shrubs,Rosa gymnocarpa,27,10,
407,Shrubs,Rubus ursinus,5,4,
407,Shrubs,Toxicodendron diversilobum,31,11,
408,Herbs,Adenocaulon bicolor,3,2,
408,Herbs,Apocynum androsaemifolium,3,2,
408,Herbs,Collomia heterophylla,7,2,
408,Herbs,Hieracium albiflorum,4,2,
408,Herbs,Lonicera hispidula var. vacillans,13,5,
408,Herbs,Polystichum munitum,4,3,
408,Herbs,UNK Grasses,34,11,
408,Herbs,Whipplea modesta,1,1,
408,Shrubs,Berberis aquifolium var. repens,3,2,
408,Shrubs,Lithocarpus densiflorus,1,1,
408,Shrubs,Pinus lambertiana,1,1,
408,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
408,Shrubs,Quercus chrysolepis,5,4,
408,Shrubs,Rosa gymnocarpa,3,2,
408,Shrubs,Toxicodendron diversilobum,6,2,
409,Herbs,Achlys triphylla,37,7,
409,Herbs,Adenocaulon bicolor,2,2,
409,Herbs,Adiantum aleuticum,2,1,
409,Herbs,Anemone deltoidea,27,6,
409,Herbs,Aralia californica,2,2,
409,Herbs,Festuca californica,1,0,
409,Herbs,Galium triflorum,26,10,
409,Herbs,Linnaea borealis var. longiflora,32,12,
409,Herbs,Lonicera hispidula var. vacillans,2,2,
409,Herbs,Osmorhiza berteroi,1,1,
409,Herbs,Polystichum munitum,8,7,
409,Herbs,Prosartes hookeri,1,1,
409,Herbs,Senecio triangularis,2,1,
409,Herbs,Tiarella trifoliata ssp. unifoliata,20,6,
409,Herbs,Trientalis latifolia,5,3,
409,Herbs,UNK Grasses,54,11,
409,Herbs,Vancouveria hexandra,1,1,
409,Herbs,Viola sempervirens,22,4,
409,Shrubs,Acer circinatum,1,1,
409,Shrubs,Corylus cornuta,6,3,
409,Shrubs,Cupressus lawsoniana,1,1,
409,Shrubs,Holodiscus discolor,0.001,0,
409,Shrubs,Lithocarpus densiflorus,4,4,
409,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
409,Shrubs,Rosa gymnocarpa,8,4,
409,Shrubs,Rubus parviflorus,1,1,
409,Shrubs,Rubus ursinus,8,4,
409,Shrubs,Vaccinium parvifolium,1,1,
410,Herbs,Achlys triphylla,5,5,
410,Herbs,Adiantum aleuticum,0.001,0,
410,Herbs,Aralia californica,0.001,0,
410,Herbs,Chimaphila umbellata,11,4,
410,Herbs,Clintonia uniflora,3,1,
410,Herbs,Coptis laciniata,21,6,
410,Herbs,Goodyera oblongifolia,1,1,
410,Herbs,Linnaea borealis var. longiflora,28,10,
410,Herbs,Pteridium aquilinum var. pubescens,1,1,
410,Herbs,Pyrola picta,1,1,
410,Herbs,Symphoricarpos sp.,1,1,
410,Herbs,Tiarella trifoliata ssp. unifoliata,0.001,0,
410,Herbs,Trillium ovatum,1,1,
410,Herbs,Viola sempervirens,1,1,
410,Herbs,Whipplea modesta,7,4,
410,Shrubs,Berberis nervosa,31,15,
410,Shrubs,Chrysolepis chrysophylla var. chrysophylla,2,1,
410,Shrubs,Corylus cornuta,1,1,
410,Shrubs,Gaultheria shallon,87,25,
410,Shrubs,Rosa gymnocarpa,6,4,
410,Shrubs,Rubus ursinus,8,7,
410,Shrubs,Vaccinium parvifolium,3,2,
412,Herbs,Apocynum androsaemifolium,1,1,
412,Herbs,Aralia californica,1,1,
412,Herbs,Campanula prenanthoides,6,1,
412,Herbs,Lonicera hispidula var. vacillans,3,2,
412,Herbs,Melica subulata,1,0,
412,Herbs,Polygala californica,3,0,
412,Herbs,Prosartes hookeri,1,1,
412,Herbs,Pteridium aquilinum var. pubescens,21,10,
412,Herbs,Trientalis latifolia,10,7,
412,Shrubs,Corylus cornuta,2,2,
412,Shrubs,Lithocarpus densiflorus,10,8,
412,Shrubs,Pseudotsuga menziesii var. menziesii,2,0,
412,Shrubs,Quercus chrysolepis,2,2,
412,Shrubs,Rosa gymnocarpa,28,10,
412,Shrubs,Rubus ursinus,3,2,
412,Shrubs,Toxicodendron diversilobum,56,14,
415,Herbs,Aspidotis densa,1,1,
415,Herbs,Carex mendocinensis,8,2,
415,Herbs,Ceanothus pumilus,12,5,
415,Herbs,Erigeron foliosus var. confinis,8,2,
415,Herbs,Galium ambiguum,6,1,
